date,code,side,amount,cost
2024-11-22,000506,sell,110381.5788797214,364.25921030308064
2024-11-22,603535,sell,95382.05404025542,314.7607783328429
2024-11-22,600686,sell,74803.50841895753,246.85157778255984
2024-11-22,600635,sell,83901.00717003088,276.8733236611019
2024-11-22,002654,sell,84927.59524046913,280.26106429354815
2024-11-22,603172,sell,83730.48782977916,276.3106098382712
2024-11-22,000058,sell,82321.85564391741,271.66212362492746
2024-11-22,603268,sell,127648.38943507873,421.2396851357598
2024-11-22,002633,sell,101577.26675066754,335.2049802772029
2024-11-22,600198,sell,66308.26317055896,218.81726846284457
2024-11-22,600611,sell,62560.08915304608,206.44829420505206
2024-11-22,000917,sell,87081.20142173773,287.3679646917345
2024-11-22,000068,sell,73090.49346754301,241.19862844289193
2024-11-22,603656,sell,77312.30818143465,255.13061699873435
2024-11-22,600360,sell,84130.91159969706,277.63200827900033
2024-11-22,300532,sell,85866.77512462724,283.3603579112699
2024-11-22,600653,sell,86340.7150150903,284.924359549798
2024-11-22,603559,sell,109735.42162811279,362.1268913727722
2024-11-22,603991,sell,58051.61430124059,191.57032719409395
2024-11-22,300049,buy,86738.95938334087,199.499606581684
2024-11-22,002155,buy,86738.95938334087,199.499606581684
2024-11-22,300117,buy,86738.95938334087,199.499606581684
2024-11-22,000048,buy,86738.95938334087,199.499606581684
2024-11-22,002468,buy,86738.95938334087,199.499606581684
2024-11-22,600615,buy,86738.95938334087,199.499606581684
2024-11-22,002741,buy,86738.95938334087,199.499606581684
2024-11-22,000615,buy,86738.95938334087,199.499606581684
2024-11-22,002611,buy,86738.95938334087,199.499606581684
2024-11-22,002053,buy,86738.95938334087,199.499606581684
2024-11-22,001229,buy,86738.95938334087,199.499606581684
2024-11-22,003036,buy,86738.95938334087,199.499606581684
2024-11-22,603015,buy,86738.95938334087,199.499606581684
2024-11-22,002761,buy,86738.95938334087,199.499606581684
2024-11-22,002372,buy,86738.95938334087,199.499606581684
2024-11-22,002875,buy,86738.95938334087,199.499606581684
2024-11-22,000488,buy,86738.95938334087,199.499606581684
2024-11-22,600889,buy,86738.95938334087,199.499606581684
2024-11-22,601231,buy,86738.95938334087,199.499606581684
2024-11-22,600968,buy,86738.95938334087,199.499606581684
2024-12-20,300049,sell,79446.22719404129,262.17254974033625
2024-12-20,002155,sell,71311.08123215381,235.32656806610757
2024-12-20,300117,sell,91344.56784617311,301.4370738923713
2024-12-20,002468,sell,88441.4802803279,291.85688492508206
2024-12-20,600615,sell,74449.32307995926,245.68276616386555
2024-12-20,002741,sell,77141.96247079116,254.56847615361082
2024-12-20,000615,sell,91825.5032977961,303.02416088272713
2024-12-20,002611,sell,59236.362505696205,195.47999626879746
2024-12-20,002053,sell,93132.6837428589,307.33785635143437
2024-12-20,001229,sell,73703.97661886852,243.2231228422661
2024-12-20,002372,sell,89518.59735864923,295.41137128354245
2024-12-20,000488,sell,89290.10524755681,294.6573473169375
2024-12-20,600889,sell,143213.6404322848,472.6050134265398
2024-12-20,601231,sell,95925.29009612984,316.5534573172285
2024-12-20,000048,sell,93939.72217118475,310.0010831649097
2024-12-20,003036,sell,79669.92524857525,262.91075332029834
2024-12-20,603015,sell,70741.19022081033,233.4459277286741
2024-12-20,002761,sell,67585.01621136887,223.03055349751727
2024-12-20,002875,sell,89600.58194364171,295.6819204140176
2024-12-20,600968,sell,87794.17786732306,289.7207869621661
2024-12-20,838971,buy,84888.63033086815,195.24384976099674
2024-12-20,002277,buy,84888.63033086815,195.24384976099674
2024-12-20,603803,buy,84888.63033086815,195.24384976099674
2024-12-20,835892,buy,84888.63033086815,195.24384976099674
2024-12-20,600383,buy,84888.63033086815,195.24384976099674
2024-12-20,600246,buy,84888.63033086815,195.24384976099674
2024-12-20,000720,buy,84888.63033086815,195.24384976099674
2024-12-20,600026,buy,84888.63033086815,195.24384976099674
2024-12-20,834021,buy,84888.63033086815,195.24384976099674
2024-12-20,300630,buy,84888.63033086815,195.24384976099674
2024-12-20,002743,buy,84888.63033086815,195.24384976099674
2024-12-20,600898,buy,84888.63033086815,195.24384976099674
2024-12-20,688528,buy,84888.63033086815,195.24384976099674
2024-12-20,300108,buy,84888.63033086815,195.24384976099674
2024-12-20,839680,buy,84888.63033086815,195.24384976099674
2024-12-20,688303,buy,84888.63033086815,195.24384976099674
2024-12-20,002856,buy,84888.63033086815,195.24384976099674
2024-12-20,000159,buy,84888.63033086815,195.24384976099674
2024-12-20,601918,buy,84888.63033086815,195.24384976099674
2024-12-20,300469,buy,84888.63033086815,195.24384976099674
2025-01-20,838971,sell,76794.59813652956,253.42217385054755
2025-01-20,002277,sell,57769.84641308745,190.64049316318858
2025-01-20,835892,sell,72784.53542816274,240.18896691293702
2025-01-20,600383,sell,89892.98190059181,296.64684027195295
2025-01-20,000720,sell,77473.65960919589,255.66307671034644
2025-01-20,002743,sell,66012.07963887246,217.8398628082791
2025-01-20,688528,sell,87119.98861385099,287.4959624257083
2025-01-20,300108,sell,63397.837842040746,209.21286487873445
2025-01-20,839680,sell,75716.75532960196,249.86529258768647
2025-01-20,000159,sell,74155.58511662047,244.71343088484753
2025-01-20,603803,sell,61350.7515171521,202.45748000660194
2025-01-20,600246,sell,78005.76841214906,257.4190357600919
2025-01-20,600026,sell,91980.23633865779,303.5347799175707
2025-01-20,834021,sell,80657.84650408856,266.17089346349223
2025-01-20,600898,sell,56394.54462540193,186.10199726382638
2025-01-20,688303,sell,72076.57313453917,237.85269134397925
2025-01-20,002856,sell,61151.99910090978,201.80159703300228
2025-01-20,601918,sell,84155.77884599732,277.71407019179117
2025-01-20,300469,sell,93518.85041709141,308.6122063764017
2025-01-20,300705,buy,74340.82536002102,170.98389832804833
2025-01-20,600462,buy,74340.82536002102,170.98389832804833
2025-01-20,000903,buy,74340.82536002102,170.98389832804833
2025-01-20,000668,buy,74340.82536002102,170.98389832804833
2025-01-20,300231,buy,74340.82536002102,170.98389832804833
2025-01-20,603838,buy,74340.82536002102,170.98389832804833
2025-01-20,002272,buy,74340.82536002102,170.98389832804833
2025-01-20,600843,buy,74340.82536002102,170.98389832804833
2025-01-20,837592,buy,74340.82536002102,170.98389832804833
2025-01-20,836149,buy,74340.82536002102,170.98389832804833
2025-01-20,600070,buy,74340.82536002102,170.98389832804833
2025-01-20,603335,buy,74340.82536002102,170.98389832804833
2025-01-20,002620,buy,74340.82536002102,170.98389832804833
2025-01-20,600936,buy,74340.82536002102,170.98389832804833
2025-01-20,002848,buy,74340.82536002102,170.98389832804833
2025-01-20,002529,buy,74340.82536002102,170.98389832804833
2025-01-20,873223,buy,74340.82536002102,170.98389832804833
2025-01-20,300025,buy,74340.82536002102,170.98389832804833
2025-01-20,600807,buy,74340.82536002102,170.98389832804833
2025-02-25,300705,sell,82585.0322749464,272.5306065073231
2025-02-25,600462,sell,68024.28464315645,224.4801393224163
2025-02-25,603335,sell,81445.65948533772,268.77067630161446
2025-02-25,002620,sell,90725.15200186778,299.3930016061637
2025-02-25,600936,sell,72586.46959931255,239.5353496777314
2025-02-25,000668,sell,67881.33291258017,224.00839861151456
2025-02-25,000903,sell,96778.23810504554,319.3681857466503
2025-02-25,300231,sell,93085.42455028355,307.18190101593575
2025-02-25,603838,sell,71147.49093733971,234.78672009322105
2025-02-25,002272,sell,102694.89462725192,338.89315226993136
2025-02-25,600843,sell,94816.05268375561,312.8929738563935
2025-02-25,873223,sell,89492.62008701323,295.3256462871437
2025-02-25,300025,sell,77132.96903551469,254.53879781719846
2025-02-25,837592,sell,90147.92729246758,297.488160065143
2025-02-25,836149,sell,87412.4204858247,288.4609876032215
2025-02-25,600070,sell,67968.75461487634,224.2968902290919
2025-02-25,300630,sell,32577.6127171812,107.50612196669796
2025-02-25,839719,buy,79933.39804240839,183.8468154975393
2025-02-25,002306,buy,79933.39804240839,183.8468154975393
2025-02-25,002693,buy,79933.39804240839,183.8468154975393
2025-02-25,870436,buy,79933.39804240839,183.8468154975393
2025-02-25,002816,buy,79933.39804240839,183.8468154975393
2025-02-25,002910,buy,79933.39804240839,183.8468154975393
2025-02-25,600636,buy,79933.39804240839,183.8468154975393
2025-02-25,002199,buy,79933.39804240839,183.8468154975393
2025-02-25,002789,buy,79933.39804240839,183.8468154975393
2025-02-25,600421,buy,79933.39804240839,183.8468154975393
2025-02-25,600892,buy,79933.39804240839,183.8468154975393
2025-02-25,000004,buy,79933.39804240839,183.8468154975393
2025-02-25,000584,buy,79933.39804240839,183.8468154975393
2025-02-25,301288,buy,79933.39804240839,183.8468154975393
2025-02-25,001391,buy,79933.39804240839,183.8468154975393
2025-02-25,000595,buy,79933.39804240839,183.8468154975393
2025-02-25,600696,buy,79933.39804240839,183.8468154975393
2025-03-25,002816,sell,69565.69251674654,229.56678530526358
2025-03-25,002910,sell,59665.76657224126,196.89702968839615
2025-03-25,600636,sell,69953.83440802289,230.84765354647553
2025-03-25,839719,sell,84815.8918146323,279.8924429882866
2025-03-25,002199,sell,61948.38348286651,204.42966549345948
2025-03-25,002789,sell,87512.41808435606,288.790979678375
2025-03-25,600421,sell,79153.01619262196,261.20495343565244
2025-03-25,002306,sell,88170.80929105352,290.9636706604766
2025-03-25,600892,sell,75001.77451279965,247.50585589223883
2025-03-25,000004,sell,64595.16409667321,213.1640415190216
2025-03-25,000584,sell,70078.59554402926,231.25936529529656
2025-03-25,002529,sell,94789.5889753114,312.80564361852765
2025-03-25,301288,sell,79335.09416484543,261.8058107439899
2025-03-25,001391,sell,77153.10593658547,254.60524959073206
2025-03-25,000595,sell,74155.08011163188,244.7117643683852
2025-03-25,600696,sell,81953.37561026704,270.44613951388123
2025-03-25,870436,sell,90036.50411468309,297.1204635784542
2025-03-25,600807,sell,77920.19843291093,257.136654828606
2025-03-25,603011,buy,76558.97202676255,176.08563566155388
2025-03-25,002141,buy,76558.97202676255,176.08563566155388
2025-03-25,000668,buy,76558.97202676255,176.08563566155388
2025-03-25,603007,buy,76558.97202676255,176.08563566155388
2025-03-25,002512,buy,76558.97202676255,176.08563566155388
2025-03-25,603828,buy,76558.97202676255,176.08563566155388
2025-03-25,000736,buy,76558.97202676255,176.08563566155388
2025-03-25,301027,buy,76558.97202676255,176.08563566155388
2025-03-25,300052,buy,76558.97202676255,176.08563566155388
2025-03-25,688205,buy,76558.97202676255,176.08563566155388
2025-03-25,688758,buy,76558.97202676255,176.08563566155388
2025-03-25,300108,buy,76558.97202676255,176.08563566155388
2025-03-25,002569,buy,76558.97202676255,176.08563566155388
2025-03-25,600082,buy,76558.97202676255,176.08563566155388
2025-03-25,300025,buy,76558.97202676255,176.08563566155388
2025-03-25,300159,buy,76558.97202676255,176.08563566155388
2025-03-25,603669,buy,76558.97202676255,176.08563566155388
2025-03-25,603778,buy,76558.97202676255,176.08563566155388
2025-04-23,603011,sell,61259.56580458589,202.15656715513342
2025-04-23,603007,sell,62179.19988956194,205.1913596355544
2025-04-23,002512,sell,67912.6815514608,224.11184911982065
2025-04-23,603828,sell,85457.89312950431,282.0110473273642
2025-04-23,002693,sell,55741.63452891128,183.9473939454072
2025-04-23,000736,sell,60392.13460572655,199.2940441988976
2025-04-23,300052,sell,60585.20154749444,199.93116510673167
2025-04-23,688205,sell,66756.9983767431,220.29809464325223
2025-04-23,688758,sell,70738.69929958177,233.43770768861984
2025-04-23,300108,sell,44852.73108638614,148.01401258507425
2025-04-23,002569,sell,74007.00629253719,244.22312076537273
2025-04-23,600082,sell,77324.5617470302,255.17105376519964
2025-04-23,300025,sell,65636.83607185754,216.60155903712987
2025-04-23,300159,sell,75297.01094939833,248.4801361330145
2025-04-23,603669,sell,78775.60150637929,259.95948497105167
2025-04-23,002141,sell,92771.46022066522,306.14581872819525
2025-04-23,301027,sell,68663.82803650261,226.59063252045863
2025-04-23,002848,sell,54377.97435425315,179.4473153690354
2025-04-23,603778,sell,69577.17898029678,229.6046906349794
2025-04-23,600200,buy,67636.23003340702,155.56332907683614
2025-04-23,603338,buy,67636.23003340702,155.56332907683614
2025-04-23,600228,buy,67636.23003340702,155.56332907683614
2025-04-23,603922,buy,67636.23003340702,155.56332907683614
2025-04-23,300152,buy,67636.23003340702,155.56332907683614
2025-04-23,300071,buy,67636.23003340702,155.56332907683614
2025-04-23,300296,buy,67636.23003340702,155.56332907683614
2025-04-23,002211,buy,67636.23003340702,155.56332907683614
2025-04-23,000820,buy,67636.23003340702,155.56332907683614
2025-04-23,002816,buy,67636.23003340702,155.56332907683614
2025-04-23,300242,buy,67636.23003340702,155.56332907683614
2025-04-23,002347,buy,67636.23003340702,155.56332907683614
2025-04-23,002648,buy,67636.23003340702,155.56332907683614
2025-04-23,839680,buy,67636.23003340702,155.56332907683614
2025-04-23,300542,buy,67636.23003340702,155.56332907683614
2025-04-23,002369,buy,67636.23003340702,155.56332907683614
2025-04-23,002703,buy,67636.23003340702,155.56332907683614
